0,024932; 2,3876e-11
0,039576; 8,2687e-12
0,062341; 2,0051e-12
0,099723; 9,4252e-13
0,15820; 5,3399e-13
0,25093; 3,5547e-13
0,39800; 2,4068e-13
0,62613; 1,7441e-13
1,0010; 1,3412e-13
1,5871; 1,2325e-13
2,5165; 1,0949e-13
3,9892; 1,1923e-13
6,2720; 1,4376e-13
10,020; 2,0541e-13
15,877; 3,1677e-13
25,158; 5,0539e-13
39,542; 7,9272e-13
62,658; 1,2019e-12
100,09; 1,9176e-12
157,26; 3,9464e-12
