0,025314 . 6,2531e-11
0,040022 . 3,2359e-11
0,063547 . 1,5651e-11
0,10046 . 7,6164e-12
0,15956 . 4,9476e-12
0,25346 . 3,5027e-12
0,39916 . 2,7699e-12
0,63420 . 2,4465e-12
1,0032 . 2,1345e-12
1,5871 . 1,9442e-12
2,5331 . 1,9779e-12
4,0082 . 2,2614e-12
6,3155 . 2,8881e-12
10,039 . 3,9221e-12
15,959 . 5,7692e-12
25,260 . 8,6443e-12
39,985 . 1,3689e-11
63,566 . 2,0764e-11
101,06 . 3,2081e-11
159,96 . 5,0491e-11
