0,025312 . 6,6998e-11
0,040197 . 3,7068e-11
0,063819 . 1,6233e-11
0,10047 . 8,9814e-12
0,15958 . 5,9764e-12
0,25351 . 4,5534e-12
0,39925 . 3,7813e-12
0,63434 . 3,2985e-12
0,99925 . 3,3353e-12
1,5881 . 3,8612e-12
2,5464 . 4,9325e-12
4,0125 . 6,7840e-12
6,3786 . 9,9226e-12
10,052 . 1,4513e-11
15,981 . 2,3137e-11
25,186 . 3,7343e-11
40,041 . 5,9533e-11
63,656 . 9,0350e-11
101,20 . 1,3882e-10
159,51 . 2,5339e-10
