0,024535 . 2,1747e-11
0,039265 . 6,9779e-12
0,061846 . 1,8263e-12
0,098939 . 8,0217e-13
0,15823 . 4,6225e-13
0,24696 . 2,8996e-13
0,39488 . 1,9800e-13
0,62122 . 1,4470e-13
0,99331 . 9,7976e-14
1,5751 . 8,1322e-14
2,4776 . 6,6928e-14
3,9281 . 6,3093e-14
6,2771 . 7,1687e-14
10,034 . 6,4225e-14
15,902 . 8,3584e-14
25,200 . 1,2147e-13
39,930 . 1,8732e-13
62,763 . 2,8644e-13
100,26 . 4,5699e-13
157,58 . 7,1076e-13
