0,025289 . 2,8312e-11
0,040153 . 1,3348e-11
0,063198 . 6,0654e-12
0,10035 . 3,0789e-12
0,15938 . 1,8115e-12
0,25095 . 1,2055e-12
0,39864 . 8,8514e-13
0,63330 . 6,9118e-13
1,0150 . 6,1038e-13
1,5990 . 6,4833e-13
2,5410 . 6,7188e-13
4,0033 . 7,7785e-13
6,3636 . 1,0567e-12
10,116 . 1,5267e-12
15,943 . 2,4339e-12
25,126 . 3,9283e-12
39,947 . 6,3402e-12
63,506 . 9,6221e-12
100,96 . 1,4784e-11
159,14 . 2,7657e-11
